	Annotation	Name	Grid	Row	Column	Raw intensity (mean) [1] {635}	Raw intensity (mean) [2] {635}	Raw intensity (mean) [3] {635}	Background (mean) [1] {635}	Background (mean) [2] {635}	Background (mean) [3] {635}	Net intensity (mean) [1] {635}	Net intensity (mean) [2] {635}	Net intensity (mean) [3] {635}	Raw intensity (med) [1] {635}	Raw intensity (med) [2] {635}	Raw intensity (med) [3] {635}	Background (med) [1] {635}	Background (med) [2] {635}	Background (med) [3] {635}	Net intensity (med) [1] {635}	Net intensity (med) [2] {635}	Net intensity (med) [3] {635}	Raw intensity (med) [med] {635}	Raw intensity (med) [mean] {635}	Raw intensity (mean) [mean] {635}	Raw intensity (mean) [med] {635}	Background (med) [med] {635}	Background (med) [mean] {635}	Background (mean) [mean] {635}	Background (mean) [med] {635}	Net intensity (med) [med] {635}	Net intensity (med) [mean] {635}	Net intensity (mean) [mean] {635}	Net intensity (mean) [med] {635}	Raw intensity (mean) [st.dev.] {635}	Raw intensity (med) [st.dev.] {635}	Background (mean) [st.dev.] {635}	Background (med) [st.dev.] {635}	Net intensity (mean) [st.dev.] {635}	Net intensity (med) [st.dev.] {635}	CT100 %CV on raw spot meds	CT100 %CV on raw spot means	CT100 %CV on bkgd local meds	CT100 %CV on bkgd local means	CT100 %CV on net meds	CT100 %CV on net means	CT100 raw mean mean - bkgd med mean	Raw intensity (np) [1] {635}	Raw intensity (np) [2] {635}	Raw intensity (np) [3] {635}	Raw intensity (np) [mean] {635}	Raw intensity (np) [st.dev.] {635}	Raw intensity (ar.pr.) [1] {635}	Raw intensity (ar.pr.) [2] {635}	Raw intensity (ar.pr.) [3] {635}	Raw intensity (ar.pr.) [mean] {635}	Raw intensity (ar.pr.) [st.dev.] {635}	raw intensity  (100-ar.pr.)  [1]	raw intensity  (100-ar.pr.)  [2]	raw intensity  (100-ar.pr.)  [3]	raw intensity  (100-ar.pr)  [val]  {mean}	Raw intensity (sum) [1] {635}	Raw intensity (sum) [2] {635}	Raw intensity (sum) [3] {635}	Raw intensity (sum) [mean] {635}	Net intensity (st.dev.) [1] {635}	Net intensity (st.dev.) [2] {635}	Net intensity (st.dev.) [3] {635}	weighted net mean  [1]	weighted net mean  [2]	weighted net mean  [3]	weighted net  (mean)  [mean]	Background (st.dev.) [1] {635}	Background (st.dev.) [2] {635}	Background (st.dev.) [3] {635}	Spot 1 running	Spot 2 running	Spot 3 running	raw int ar pr 1  < 20	raw int ar pr 2  < 20	raw int ar pr 3  < 20	net mean 1  <= 0	net mean 2  <= 0	net mean 3  <= 0	net median 1  <= 0	net median 2  <= 0	net median 3  <= 0	net mean in 2 spots of trip  <=0	net med in 2 spots of trip  <=0	ar pr  <20 for 2 spots of trip	CT100 any flag > 1 spot of trip
71	antigen 037	MAGEB1	4	2	2	1056.96	929.63	891.63	294.68	311.97	384.24	780.32	641.35	544.31	947.00	883.00	808.00	278.00	223.00	221.00	670.36	594.72	460.68	883.00	879.33	959.41	929.63	223.00	240.67	330.30	311.97	594.72	575.25	655.33	641.35	86.60	69.57	47.51	32.35	118.63	106.19	7.91	9.03	13.44	14.38	18.46	18.10	718.74	1056.00	851.00	872.00	926.33	112.78	76.52	61.67	63.19	67.13	8.17	23.48	38.33	36.81	32.87	1116151.00	791115.00	777500.00	894922.00	1229.88	607.88	373.13	670.00	897.85	1272.03	946.63	114.53	185.24	327.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
72	antigen 041	MICA	4	2	3	836.62	677.61	792.38	429.63	357.73	378.78	418.83	327.83	424.74	749.00	618.00	617.00	400.00	380.00	363.00	331.21	268.21	249.36	618.00	661.33	768.87	792.38	380.00	381.00	388.71	378.78	268.21	282.93	390.47	418.83	82.07	75.92	36.97	18.52	54.33	42.86	11.48	10.67	4.86	9.51	15.15	13.91	387.87	540.00	406.00	223.00	389.67	159.13	39.13	29.42	16.16	28.24	11.53	60.87	70.58	83.84	71.76	451777.00	275110.00	176700.00	301195.67	603.20	392.81	1013.17	374.95	338.83	93.49	269.09	195.74	155.14	184.15	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
73	antigen 061	SSX4	4	2	4	895.02	824.26	933.44	556.15	474.87	559.75	343.91	354.64	381.93	836.00	739.00	840.00	599.00	498.00	578.00	284.89	269.38	288.49	836.00	805.00	884.24	895.02	578.00	558.33	530.26	556.15	284.89	280.92	360.16	354.64	55.38	57.19	48.00	53.29	19.60	10.15	7.10	6.26	9.55	9.05	3.61	5.44	325.90	517.00	418.00	347.00	427.33	85.38	37.46	30.29	25.14	30.97	6.19	62.54	69.71	74.86	69.03	462724.00	344540.00	323903.00	377055.67	177.93	327.18	545.53	999.28	453.08	242.94	565.10	238.99	208.99	233.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74	antigen 065	TPTE	4	2	5	681.80	643.27	632.04	318.77	330.70	322.35	384.24	339.82	331.68	613.00	592.00	590.00	215.00	204.00	219.00	315.45	288.54	289.64	592.00	598.33	652.37	643.27	215.00	212.67	323.94	322.35	289.64	297.88	351.91	339.82	26.10	12.74	6.12	7.77	28.29	15.23	2.13	4.00	3.65	1.89	5.11	8.04	439.70	352.00	267.00	283.00	300.67	45.17	25.51	19.35	20.51	21.79	3.27	74.49	80.65	79.49	78.21	239993.00	171754.00	178867.00	196871.33	321.60	207.91	165.34	420.56	436.39	567.70	474.88	187.93	228.22	191.12	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
75	antigen 069	XAGE-2	4	2	6	1588.36	1769.72	1498.39	972.22	1103.89	1066.91	620.41	660.84	446.32	1503.00	1602.00	1423.00	1104.00	1141.00	1000.00	535.05	493.12	370.93	1503.00	1509.33	1618.83	1588.36	1104.00	1081.67	1047.67	1066.91	493.12	466.37	575.86	620.41	138.21	89.67	67.91	73.10	113.99	85.27	5.94	8.54	6.76	6.48	18.28	19.79	537.16	1039.00	834.00	614.00	829.00	212.54	75.29	60.43	44.49	60.07	15.40	24.71	39.57	55.51	39.93	1650310.00	1475949.00	920012.00	1348757.00	886.59	2012.82	414.26	727.07	273.82	661.52	554.14	522.54	433.96	239.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76	antigen 073	AKT1	4	2	7	1094.74	1125.11	763.21	742.73	719.84	355.30	368.77	429.14	417.85	1037.00	950.00	629.00	694.00	641.00	376.00	311.03	254.03	283.64	950.00	872.00	994.35	1094.74	641.00	570.33	605.96	719.84	283.64	282.90	405.25	417.85	200.75	214.89	217.37	170.37	32.10	28.51	24.64	20.19	29.87	35.87	10.08	7.92	424.02	257.00	325.00	327.00	303.00	39.85	18.62	23.55	23.70	21.96	2.89	81.38	76.45	76.30	78.04	281348.00	365660.00	249569.00	298859.00	223.56	1429.18	1000.41	423.92	97.59	136.58	219.36	231.49	277.46	148.06	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
77	Insect cell lysate	ICL	4	2	8	949.98	750.86	2096.57	458.54	317.99	301.44	537.87	475.25	1827.85	889.00	805.00	826.00	201.00	195.00	192.00	476.89	529.39	557.28	826.00	840.00	1265.80	949.98	195.00	196.00	359.33	317.99	529.39	521.18	946.99	537.87	726.32	43.71	86.32	4.58	763.49	40.82	5.20	57.38	2.34	24.02	7.83	80.62	1069.80	47.00	14.00	28.00	29.67	16.56	3.41	1.01	2.03	2.15	1.20	96.59	98.99	97.97	97.85	44649.00	10512.00	58704.00	37955.00	293.88	214.69	4813.66	86.02	30.99	10.63	42.55	439.45	305.11	265.70	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
78	Det Ab +ve signal 4th grid	biotin-hIgG 10ng/ul	4	6	7	12175.30	10174.32	11419.53	4163.36	3380.25	3922.18	8548.72	7144.33	8116.87	11496.00	10186.00	10758.00	739.00	875.00	302.00	7869.41	7156.01	7455.34	10758.00	10813.33	11256.39	11419.53	739.00	638.67	3821.93	3922.18	7455.34	7493.59	7936.64	8116.87	1010.42	656.75	401.06	299.39	719.33	358.24	6.07	8.98	46.88	10.49	4.78	9.06	10617.72	1099.00	1253.00	1125.00	1159.00	82.44	79.64	90.80	81.52	83.99	5.97	20.36	9.20	18.48	16.01	13380659.00	12748429.00	12846971.00	12992019.67	3298.39	1799.54	2995.53	2848.38	4974.53	3048.36	3623.76	5834.60	4051.40	6359.72	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
79	antigen 093	p53 S46A	4	7	1	761.91	717.00	535.40	252.78	300.39	220.94	521.20	432.17	317.47	613.00	764.00	506.00	202.00	286.00	206.00	372.29	479.17	288.07	613.00	627.67	671.44	717.00	206.00	231.33	258.03	252.78	372.29	379.84	423.61	432.17	119.93	129.62	39.98	47.38	102.13	95.77	20.65	17.86	20.48	15.50	25.21	24.11	440.10	11.00	4.00	5.00	6.67	3.79	0.80	0.29	0.36	0.48	0.27	99.20	99.71	99.64	99.52	8381.00	2868.00	2677.00	4642.00	322.97	269.76	142.13	17.75	6.41	11.17	11.78	102.06	147.84	38.18	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
80	antigen 101	5T4/TPBG	4	8	1	3850.57	986.34	1080.22	1650.72	617.56	648.63	2337.02	391.72	439.00	3745.00	841.00	888.00	501.00	596.00	605.00	2231.46	246.38	246.77	888.00	1824.67	1972.38	1080.22	596.00	567.33	972.30	648.63	246.77	908.20	1055.91	439.00	1627.24	1663.22	587.73	57.62	1109.73	1145.97	91.15	82.50	10.16	60.45	126.18	105.10	1405.04	258.00	61.00	130.00	149.67	99.96	18.70	4.42	9.42	10.85	7.24	81.30	95.58	90.58	89.15	993446.00	60167.00	140429.00	398014.00	779.14	390.44	862.77	773.87	61.20	66.15	300.41	1890.59	272.14	140.16	3	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
81	antigen 105	ACVR2B	4	8	2	819.66	932.45	990.38	585.83	611.95	685.49	351.51	326.01	361.01	713.00	861.00	860.00	482.00	590.00	587.00	244.86	254.56	230.63	860.00	811.33	914.16	932.45	587.00	553.00	627.76	611.95	244.86	243.35	346.18	351.51	86.82	85.16	51.67	61.51	18.10	12.04	10.50	9.50	11.12	8.23	4.95	5.23	361.16	58.00	157.00	65.00	93.33	55.25	4.20	11.38	4.71	6.76	4.00	95.80	88.62	95.29	93.24	47540.00	146395.00	64375.00	86103.33	309.86	254.50	355.39	65.80	201.12	66.03	110.98	1730.35	146.43	451.30	3	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
82	Cy5-biotin-BSA low 5th grid	Cy5 BSA 5ng/ul	5	1	1	6287.91	4887.31	4945.91	5454.66	4227.73	4285.86	841.65	671.55	666.71	6184.00	4842.00	4881.00	5459.00	4186.00	4247.00	737.74	626.23	601.80	4881.00	5302.33	5373.71	4945.91	4247.00	4630.67	4656.08	4285.86	626.23	655.26	726.64	671.55	792.26	763.79	692.20	718.01	99.63	72.47	14.40	14.74	15.51	14.87	11.06	13.71	743.04	893.00	788.00	782.00	821.00	62.43	64.71	57.10	56.67	59.49	4.52	35.29	42.90	43.33	40.51	5615101.00	3851201.00	3867701.00	4444667.67	473.72	365.06	448.67	1586.58	1449.55	1162.03	1399.38	721.53	446.99	542.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83	Cy5-biotin-BSA med 5th grid	Cy5 BSA 10ng/ul	5	1	2	6289.42	5391.23	5735.84	4984.30	4252.77	4340.60	1318.40	1162.81	1425.41	6102.00	5335.00	5507.00	5004.00	4158.00	4223.00	1130.98	1106.59	1196.57	5507.00	5648.00	5805.50	5735.84	4223.00	4461.67	4525.89	4340.60	1130.98	1144.71	1302.21	1318.40	453.13	402.47	399.42	470.80	132.04	46.54	7.13	7.81	10.55	8.83	4.07	10.14	1343.83	894.00	1018.00	939.00	950.33	62.77	64.78	73.77	68.04	68.86	4.55	35.22	26.23	31.96	31.14	5622739.00	5488270.00	5385955.00	5498988.00	757.08	674.14	1087.63	1556.84	1755.93	1230.61	1514.46	1088.78	719.32	792.23	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84	Cy5-biotin-BSA high 5th grid	Cy5 BSA 15ng/ul	5	1	3	3673.08	3653.74	2524.40	276.02	248.79	214.67	3414.30	3416.53	2313.58	2994.00	2942.00	2872.00	244.00	218.00	202.00	2735.23	2704.79	2661.18	2942.00	2936.00	3283.74	3653.74	218.00	221.33	246.49	248.79	2704.79	2700.40	3048.14	3414.30	657.68	61.22	30.74	21.20	636.15	37.22	2.09	20.03	9.58	12.47	1.38	20.87	3062.40	1325.00	1191.00	1130.00	1215.33	99.75	96.01	86.30	81.88	88.07	7.23	3.99	13.70	18.12	11.93	4866828.00	4351602.00	2852567.00	4023665.67	3077.44	3648.04	954.54	1470.04	1115.42	2738.85	1774.77	173.45	81.13	41.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85	antigen 020	GAGE5	5	1	4	864.84	880.01	819.16	260.52	259.91	224.28	646.13	651.08	601.85	821.00	819.00	743.00	210.00	211.00	207.00	602.29	590.06	525.68	819.00	794.33	854.67	864.84	210.00	209.33	248.24	259.91	590.06	572.68	633.02	646.13	31.67	44.47	20.75	2.08	27.11	41.15	5.60	3.71	0.99	8.36	7.19	4.28	645.34	883.00	914.00	897.00	898.00	15.52	63.99	66.23	65.00	65.07	1.12	36.01	33.77	35.00	34.93	763655.00	804333.00	734791.00	767593.00	257.61	464.27	588.85	2214.73	1281.75	916.80	1471.09	372.41	347.39	50.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
86	antigen 024	HORMAD1	5	1	5	563.99	641.73	599.98	209.00	213.11	200.97	358.04	432.98	402.09	497.00	573.00	574.00	204.00	207.00	197.00	291.05	364.25	376.11	573.00	548.00	601.90	599.98	204.00	202.67	207.70	209.00	364.25	343.80	397.71	402.09	38.91	44.17	6.17	5.13	37.66	46.06	8.06	6.46	2.53	2.97	13.40	9.47	399.24	448.00	594.00	621.00	554.33	93.07	32.46	43.04	45.00	40.17	6.74	67.54	56.96	55.00	59.83	252667.00	381190.00	372589.00	335482.00	190.07	314.83	227.87	843.92	816.92	1095.78	918.87	27.80	30.80	20.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
87	antigen 028	MAGEA1	5	1	6	560.05	582.01	635.76	213.23	208.99	251.33	349.78	375.45	426.38	506.00	518.00	570.00	201.00	201.00	203.00	295.73	311.43	360.61	518.00	531.33	592.61	582.01	201.00	201.67	224.52	213.23	311.43	322.59	383.87	375.45	38.95	34.02	23.32	1.15	38.98	33.85	6.40	6.57	0.57	10.39	10.49	10.16	390.94	430.00	523.00	632.00	528.33	101.11	31.16	37.90	45.80	38.29	7.33	68.84	62.10	54.20	61.71	240823.00	304392.00	401802.00	315672.33	140.32	158.09	1215.91	1071.89	1242.10	221.62	845.20	32.94	23.68	293.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
88	antigen 048	PBK	5	1	7	1066.32	1122.03	1173.80	728.87	845.36	755.49	423.17	417.10	433.71	1010.00	1026.00	1105.00	612.00	680.00	727.00	366.86	321.07	364.91	1026.00	1047.00	1120.71	1122.03	680.00	673.00	776.57	755.49	364.91	350.95	424.66	423.17	53.75	50.86	61.04	57.82	8.40	25.89	4.86	4.80	8.59	7.86	7.38	1.98	447.71	490.00	427.00	381.00	432.67	54.72	35.51	30.94	27.61	31.35	3.97	64.49	69.06	72.39	68.65	522495.00	479105.00	447218.00	482939.33	343.83	332.47	616.31	603.07	535.69	268.11	468.96	954.77	1681.29	231.96	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
89	BCCP-myc tag only	BCCP-myc	5	1	8	951.11	814.36	921.36	507.97	591.76	486.98	458.56	338.79	437.89	791.00	750.00	723.00	495.00	482.00	491.00	298.45	274.43	239.52	750.00	754.67	895.61	921.36	491.00	489.33	528.90	507.97	274.43	270.80	411.75	437.89	71.92	34.24	55.44	6.66	64.02	29.63	4.54	8.03	1.36	10.48	10.94	15.55	406.28	330.00	312.00	55.00	232.33	153.84	23.91	22.61	3.99	16.84	11.15	76.09	77.39	96.01	83.16	313866.00	254080.00	50675.00	206207.00	591.16	207.33	609.56	255.98	509.84	39.51	268.44	160.67	1517.68	111.80	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
90	antigen 052	SILV	5	2	1	3897.55	3441.77	2569.32	3258.00	2807.28	961.93	602.29	600.11	1688.07	3825.00	3393.00	2565.00	3531.00	3019.00	275.00	529.74	551.34	1683.75	3393.00	3261.00	3302.88	3441.77	3019.00	2275.00	2342.40	2807.28	551.34	921.61	963.49	602.29	674.92	640.29	1216.58	1750.87	627.51	660.12	19.63	20.43	76.96	51.94	71.63	65.13	1027.88	568.00	576.00	209.00	451.00	209.62	41.16	41.74	15.14	32.68	15.19	58.84	58.26	84.86	67.32	2213807.00	1982457.00	536988.00	1577750.67	340.75	305.52	530.08	1003.95	1131.40	665.58	933.64	1288.19	1176.18	1092.66	3	3	3	0	0	3	0	0	0	0	0	0	0	0	0	0
91	antigen 056	SPANXC	5	2	2	4666.18	4401.12	614.89	2368.74	1896.30	280.54	2373.44	2607.03	405.04	4742.00	4413.00	614.00	1343.00	720.00	205.00	2449.26	2618.92	404.15	4413.00	3256.33	3227.40	4401.12	720.00	756.00	1515.19	1896.30	2449.26	1824.11	1795.17	2373.44	2266.38	2294.23	1095.02	569.85	1209.54	1232.64	70.45	70.22	75.38	72.27	67.58	67.38	2471.40	117.00	265.00	9.00	130.33	128.52	8.48	19.20	0.65	9.44	9.31	91.52	80.80	99.35	90.56	545943.00	1166296.00	5534.00	572591.00	797.39	730.58	160.14	348.25	945.64	22.76	438.88	2176.62	2022.58	468.04	3	3	0	3	3	3	0	0	0	0	0	0	0	0	3	3
92	antigen 060	SSX2A	5	2	3	729.93	695.74	707.30	340.90	320.72	324.63	414.20	413.67	403.96	695.00	605.00	670.00	299.00	279.00	268.00	379.27	322.93	366.66	670.00	656.67	710.99	707.30	279.00	282.00	328.75	324.63	366.66	356.29	410.61	413.67	17.39	46.46	10.70	15.72	5.76	29.56	7.07	2.45	5.57	3.26	8.30	1.40	428.99	675.00	1046.00	1071.00	930.67	221.77	48.91	75.80	77.61	67.44	16.07	51.09	24.20	22.39	32.56	492705.00	727741.00	757521.00	659322.33	223.05	296.45	340.62	1253.45	1459.62	1270.17	1327.75	182.93	354.40	173.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
93	antigen 080	MAPK3	5	2	4	607.14	1847.50	1338.46	247.02	219.62	220.05	377.65	1630.89	1120.77	578.00	3221.00	1189.00	206.00	208.00	206.00	348.51	3004.39	971.31	1189.00	1662.67	1264.37	1338.46	206.00	206.67	228.90	220.05	971.31	1441.40	1043.11	1120.77	623.49	1383.70	15.70	1.15	630.22	1388.95	83.22	49.31	0.56	6.86	96.36	60.42	1057.70	7.00	2.00	24.00	11.00	11.53	0.51	0.14	1.74	0.80	0.84	99.49	99.86	98.26	99.20	4250.00	3695.00	32123.00	13356.00	127.04	1942.42	823.88	20.81	1.68	32.65	18.38	105.09	32.29	33.74	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
94	antigen 084	CALM1	5	2	5	785.79	906.41	1084.41	490.69	526.17	593.57	323.42	387.72	543.25	741.00	838.00	846.00	467.00	576.00	562.00	278.64	319.31	304.84	838.00	808.33	925.54	906.41	562.00	535.00	536.81	526.17	304.84	300.93	418.13	387.72	150.23	58.45	52.26	59.30	113.02	20.62	7.23	16.23	11.08	9.74	6.85	27.03	390.54	472.00	478.00	378.00	442.67	56.08	34.20	34.64	27.39	32.08	4.06	65.80	65.36	72.61	67.92	370891.00	433266.00	409908.00	404688.33	140.90	246.44	1714.68	1083.45	752.03	119.76	651.75	376.95	226.11	555.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
95	antigen 088	p53 S6A	5	2	6	988.27	1133.10	1294.24	693.17	725.88	764.79	446.29	413.69	542.95	888.00	998.00	1024.00	560.00	766.00	717.00	346.02	278.59	272.71	998.00	970.00	1138.54	1133.10	717.00	681.00	727.95	725.88	278.59	299.10	467.64	446.29	153.06	72.19	35.86	107.62	67.22	40.73	7.44	13.44	15.80	4.93	13.62	14.38	457.54	660.00	272.00	133.00	355.00	273.13	47.83	19.71	9.64	25.72	19.79	52.17	80.29	90.36	74.28	652258.00	308204.00	172134.00	377532.00	1960.97	1378.41	2263.80	150.21	81.63	31.90	87.91	1871.48	259.86	220.36	3	0	0	0	3	3	0	0	0	0	0	0	0	0	3	3
96	antigen 092	p53 Q136x	5	2	7	919.38	2344.54	1631.25	217.63	221.42	785.22	707.77	2128.18	973.87	551.00	2209.00	1041.00	197.00	206.00	616.00	339.39	1992.64	383.62	1041.00	1267.00	1631.72	1631.25	206.00	339.67	408.09	221.42	383.62	905.21	1269.94	973.87	712.58	851.79	326.61	239.35	755.07	941.99	67.23	43.67	70.47	80.03	104.06	59.46	1292.06	21.00	13.00	79.00	37.67	36.02	1.52	0.94	5.72	2.73	2.61	98.48	99.06	94.28	97.27	19307.00	30479.00	128869.00	59551.67	864.72	1843.42	2267.46	17.19	15.01	33.93	22.04	55.65	57.07	1455.49	0	0	3	3	3	3	0	0	0	0	0	0	0	0	3	3
97	CT100 Control Buffer only 5th grid	Buffer	5	2	8	770.33	1288.75	998.12	296.81	316.31	237.13	515.61	985.26	783.54	548.00	611.00	698.00	227.00	302.00	206.00	293.27	307.51	483.42	611.00	619.00	1019.07	998.12	227.00	245.00	283.42	296.81	307.51	361.40	761.47	783.54	259.84	75.32	41.26	50.47	235.60	105.91	12.17	25.50	20.60	14.56	29.31	30.94	774.07	24.00	12.00	17.00	17.67	6.03	1.74	0.87	1.23	1.28	0.44	98.26	99.13	98.77	98.72	18488.00	15465.00	16968.00	16973.67	598.43	1422.26	630.24	20.68	8.31	21.13	16.71	465.89	135.22	332.13	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
98	Det Ab +ve signal 5th grid	biotin-hIgG 10ng/ul	5	6	7	12352.75	12503.24	12547.06	4813.78	1976.50	2154.02	8515.47	11456.09	11313.37	11823.00	12092.00	12637.00	333.00	511.00	317.00	7985.73	11044.85	11403.31	12092.00	12184.00	12467.68	12503.24	333.00	387.00	2981.43	2154.02	11044.85	10144.63	10428.31	11313.37	101.92	414.73	1589.34	107.68	1658.10	1878.24	3.40	0.82	27.83	53.31	18.51	15.90	12080.68	1305.00	1259.00	1186.00	1250.00	60.01	94.57	91.23	85.94	90.58	4.35	5.43	8.77	14.06	9.42	16120336.00	15741580.00	14880810.00	15580908.67	3109.37	4324.88	3056.16	3573.94	3334.94	4390.36	3766.41	7388.55	4828.82	5150.16	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
99	antigen 100	EGFR	5	7	1	1113.72	2027.30	979.61	768.30	770.68	660.52	361.31	1276.02	333.66	1028.00	1033.00	902.00	722.00	718.00	595.00	275.59	281.72	256.05	1028.00	987.67	1373.54	1113.72	718.00	678.33	733.17	768.30	275.59	271.12	657.00	361.31	570.12	74.23	62.92	72.20	536.27	13.41	7.52	41.51	10.64	8.58	4.95	81.62	695.21	150.00	77.00	127.00	118.00	37.32	10.87	5.58	9.20	8.55	2.70	89.13	94.42	90.80	91.45	167058.00	156102.00	124411.00	149190.33	370.28	4847.63	239.82	146.37	20.27	176.69	114.44	183.72	231.57	205.89	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
100	antigen 116	NANOG	5	8	1	1201.53	928.86	815.65	673.09	611.00	509.91	549.21	327.25	314.35	887.00	847.00	737.00	670.00	588.00	482.00	234.68	245.39	235.70	847.00	823.67	982.01	928.86	588.00	580.00	598.00	611.00	235.70	238.59	396.94	327.25	198.35	77.67	82.36	94.25	132.03	5.91	9.43	20.20	16.25	13.77	2.48	33.26	402.01	83.00	117.00	310.00	170.00	122.43	6.01	8.48	22.46	12.32	8.87	93.99	91.52	77.54	87.68	99727.00	108677.00	252852.00	153752.00	745.13	191.78	298.93	61.18	199.65	326.00	195.61	211.98	167.40	172.69	0	0	0	3	3	0	0	0	0	0	0	0	0	0	3	3
101	antigen 120	GDF3	5	8	2	954.58	996.79	775.45	611.32	729.70	494.81	367.42	474.19	286.96	859.00	777.00	742.00	589.00	488.00	478.00	271.84	254.39	253.51	777.00	792.67	908.94	954.58	488.00	518.33	611.94	611.32	254.39	259.92	376.19	367.42	117.52	60.05	117.44	61.40	93.92	10.34	7.58	12.93	11.85	19.19	3.98	24.97	390.61	149.00	131.00	286.00	188.67	84.77	10.80	9.49	20.72	13.67	6.14	89.20	90.51	79.28	86.33	142232.00	130580.00	221779.00	164863.67	419.69	982.79	154.42	130.44	63.21	531.48	241.71	332.35	2950.97	138.40	0	3	0	3	3	0	0	0	0	0	0	0	0	0	3	3
102	Cy5-biotin-BSA low 6th grid	Cy5 BSA 5ng/ul	6	1	1	4777.05	3949.46	3404.65	3992.59	2931.66	2803.49	795.04	1035.17	737.92	4687.00	3803.00	3321.00	3944.00	2873.00	2631.00	704.99	888.71	654.27	3803.00	3937.00	4043.72	3949.46	2873.00	3149.33	3242.58	2931.66	704.99	749.32	856.04	795.04	691.04	692.79	652.68	698.76	157.74	123.35	17.60	17.09	22.19	20.13	16.46	18.43	894.39	649.00	711.00	677.00	679.00	31.05	47.03	51.52	49.06	49.20	2.25	52.97	48.48	50.94	50.80	3100306.00	2808067.00	2304948.00	2737773.67	440.62	1267.45	417.78	1171.03	580.70	1195.78	982.50	759.26	743.91	1831.54	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
103	Cy5-biotin-BSA med 6th grid	Cy5 BSA 10ng/ul	6	1	2	5331.93	3168.85	4229.53	875.45	241.65	211.33	4585.96	2952.66	4026.01	4334.00	3249.00	3317.00	677.00	196.00	198.00	3588.03	3032.81	3113.48	3317.00	3633.33	4243.43	4229.53	198.00	357.00	442.81	241.65	3113.48	3244.77	3854.87	4026.01	1081.61	607.75	374.98	277.13	829.99	299.99	16.73	25.49	77.63	84.68	9.25	21.53	3886.43	1362.00	1198.00	1373.00	1311.00	98.02	98.70	86.81	99.49	95.00	7.10	1.30	13.19	0.51	5.00	7262083.00	3796280.00	5807146.00	5621836.33	3370.83	1818.88	3685.50	1852.98	1944.76	1499.85	1765.86	765.31	163.42	70.20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
104	Cy5-biotin-BSA high 6th grid	Cy5 BSA 15ng/ul	6	1	3	3490.31	4050.04	3747.06	602.43	336.79	2014.65	3038.18	3814.51	2613.75	2793.00	2592.00	2496.00	340.00	202.00	206.00	2340.88	2356.47	1362.68	2592.00	2627.00	3762.47	3747.06	206.00	249.33	984.62	602.43	2340.88	2020.01	3155.48	3038.18	280.18	151.56	901.87	78.55	608.91	569.31	5.77	7.45	31.50	91.60	28.18	19.30	3513.14	1227.00	1300.00	1094.00	1207.00	104.45	88.91	94.20	79.28	87.46	7.57	11.09	5.80	20.72	12.54	4282608.00	5265049.00	4099287.00	4548981.33	3444.19	4455.07	4095.87	1082.36	1113.08	698.13	964.52	845.29	658.31	4758.53	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
105	antigen 019	GAGE4	6	1	4	756.62	738.91	644.69	321.54	333.55	239.05	475.99	433.45	433.02	652.00	698.00	592.00	252.00	250.00	197.00	371.37	392.54	380.33	652.00	647.33	713.41	738.91	250.00	233.00	298.05	321.54	380.33	381.41	447.49	433.45	60.16	53.15	51.44	31.19	24.68	10.63	8.21	8.43	13.39	17.26	2.79	5.52	480.41	1004.00	770.00	1119.00	964.33	177.85	72.75	55.80	81.09	69.88	12.89	27.25	44.20	18.91	30.12	759646.00	568957.00	721413.00	683338.67	1020.03	261.96	188.42	468.51	1274.06	2571.60	1438.06	364.01	280.52	143.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
